VIN (1-10),County,City,State,Postal Code,Model Year,Make,Model,Electric Vehicle Type,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range,Legislative District,DOL Vehicle ID,Vehicle Location,Electric Utility,2020 Census Tract
5YJ3E1EB5K,Snohomish,Bothell,WA,98021,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,1,303441771,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051926
WBY1Z8C38H,Kitsap,Poulsbo,WA,98370,2017,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,97,23,208485784,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035090201
5YJSA1V41F,King,Seattle,WA,98144,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,37,157909874,POINT (-122.30866 47.57874),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009500
5YJ3E1EBXK,King,Seattle,WA,98199,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,36,477067153,POINT (-122.40092 47.65908),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033005700
1N4AZ0CP1D,King,Seattle,WA,98109,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,36,257067814,POINT (-122.35022 47.63824),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006000
JHMZC5F39J,Kitsap,Bainbridge Island,WA,98110,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,23,335554012,POINT (-122.521 47.62759),PUGET SOUND ENERGY INC,53035090902
WAUUPBFFXJ,King,Seattle,WA,98112,2018,AUDI,A3,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,16,43,305884869,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
4JGFB4GB6S,Island,Oak Harbor,WA,98277,2025,MERCEDES-BENZ,GLE-CLASS,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,49,10,282990760,POINT (-122.64682 48.29077),PUGET SOUND ENERGY INC,53029970300
5YJ3E1EA3K,Snohomish,Everett,WA,98208,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,44,341041018,POINT (-122.18637 47.89251),PUGET SOUND ENERGY INC,53061041601
JTJCJMGA8R,Yakima,Yakima,WA,98902,2024,LEXUS,RX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,14,274113976,POINT (-120.51904 46.59783),PACIFICORP,53077000800
1G1RC6S58J,Kitsap,Kingston,WA,98346,2018,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,53,23,154609780,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
7PDSGABA1R,Snohomish,Lynnwood,WA,98087,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,21,261327440,POINT (-122.27981 47.85727),PUGET SOUND ENERGY INC,53061051804
5YJ3E1EB2M,Yakima,Yakima,WA,98908,2021,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,15,177731851,POINT (-120.60199 46.59817),PACIFICORP,53077003400
5YJ3E1EA0J,Kitsap,Bremerton,WA,98310,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,23,139409896,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035080102
JHMZC5F38J,Snohomish,Bothell,WA,98012,2018,HONDA,CLARITY,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,47,44,147684981,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052007
ZACPDFCW7R,Thurston,Olympia,WA,98512,2024,DODGE,HORNET,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,35,262513982,POINT (-123.04078 46.94792),PUGET SOUND ENERGY INC,53067011821
YV4BR0DL7L,Island,Coupeville,WA,98239,2020,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,10,3342818,POINT (-122.68558 48.21857),PUGET SOUND ENERGY INC,53029971000
7PDSGABA1R,Snohomish,Snohomish,WA,98296,2024,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,39,269292453,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052113
1N4AZ0CP4F,Thurston,Olympia,WA,98506,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,22,157428841,POINT (-122.87741 47.05997),PUGET SOUND ENERGY INC,53067010200
KNDRMDLH6R,Thurston,Olympia,WA,98502,2024,KIA,SORENTO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,35,266701151,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011902
1G1FX6S0XH,Kitsap,Kingston,WA,98346,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,23,126149362,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
5YJ3E1EA6L,Snohomish,Bothell,WA,98012,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,266,44,141793480,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052007
1G1FX6S00H,Kitsap,Poulsbo,WA,98370,2017,CHEVROLET,BOLT EV,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,23,260006043,POINT (-122.64681 47.73689),PUGET SOUND ENERGY INC,53035940100
1G1RB6E44E,Thurston,Olympia,WA,98502,2014,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,22,136588301,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067011100
JN1AZ0CP0B,Whitman,Pullman,WA,99163,2011,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,9,249149526,POINT (-117.18147 46.73015),AVISTA CORP,53075000602
KNDCR3LF0R,Kitsap,Bremerton,WA,98310,2024,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,23,258977435,POINT (-122.61136 47.5752),PUGET SOUND ENERGY INC,53035080200
KNDC3DLC7R,Snohomish,Bothell,WA,98012,2024,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,273822713,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052107
5YJ3E1EA3P,Snohomish,Bothell,WA,98012,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,256210972,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052107
JTJCJMGA4R,Yakima,Yakima,WA,98902,2024,LEXUS,RX,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,14,258090185,POINT (-120.51904 46.59783),PACIFICORP,53077000800
5YJSA1E27G,Kitsap,Bremerton,WA,98312,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,35,196728640,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035091301
5YJ3E1EB9L,Kitsap,Bremerton,WA,98312,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,35,4619590,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035091400
5XYC3DJC4S,Snohomish,Mill Creek,WA,98012,2025,KIA,EV6,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,44,284274819,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061052004
1G1RB6E44F,Yakima,Selah,WA,98942,2015,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,15,245614274,POINT (-120.53145 46.65405),PACIFICORP,53077003100
3C3CFFGE8F,King,Bellevue,WA,98008,2015,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,48,187132158,POINT (-122.11867 47.63131),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033023100
5YJSA1E28J,Kitsap,Port Orchard,WA,98367,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,26,194782612,POINT (-122.68471 47.50524),PUGET SOUND ENERGY INC,53035092902
5YJ3E1EA7P,Thurston,Lacey,WA,98503,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,235506029,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011626
5YJYGDEE8M,Thurston,Olympia,WA,98502,2021,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,179547133,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012001
1N4AZ0CP3D,Snohomish,Monroe,WA,98272,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,39,263423940,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052204
1N4AZ1CP0J,Snohomish,Edmonds,WA,98026,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,32,3707819,POINT (-122.31768 47.87166),PUGET SOUND ENERGY INC,53061050402
5YJ3E1EA5K,Snohomish,Bothell,WA,98012,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,21,201875110,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061051928
JN1AZ0CP2C,Kitsap,Port Orchard,WA,98367,2012,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,73,26,142479676,POINT (-122.68471 47.50524),PUGET SOUND ENERGY INC,53035092801
5YJYGDEE3L,King,Seattle,WA,98108,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,11,128898542,POINT (-122.31449 47.53917),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010402
5UXTA6C08M,King,Seattle,WA,98112,2021,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,43,137478232,POINT (-122.30207 47.64085),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033006300
5UXTA6C0XN,Snohomish,Bothell,WA,98021,2022,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,30,1,195358530,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051918
JTMABACA1S,Yakima,Yakima,WA,98902,2025,TOYOTA,BZ4X,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,14,278728481,POINT (-120.51904 46.59783),PACIFICORP,53077000800
KNDPZDAH5P,Yakima,Yakima,WA,98902,2023,KIA,SPORTAGE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,34,14,238039126,POINT (-120.51904 46.59783),PACIFICORP,53077000800
1N4AZ1CP1L,King,Sammamish,WA,98075,2020,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,149,41,142111210,POINT (-122.03539 47.61344),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032218
5UXKT0C30H,Snohomish,Mill Creek,WA,98012,2017,BMW,X5,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,14,44,148811134,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061041609
7PDSGABA3P,Yakima,Yakima,WA,98908,2023,RIVIAN,R1S,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,14,252405170,POINT (-120.60199 46.59817),PACIFICORP,53077002801
2C4RC1N75L,Snohomish,Monroe,WA,98272,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,39,126045951,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052203
KNDCS3LF3P,Yakima,Naches,WA,98937,2023,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,33,14,249765939,POINT (-120.69972 46.7309),PACIFICORP,53077003002
KNDCM3LD4K,Kitsap,Bremerton,WA,98311,2019,KIA,NIRO,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,26,23,228581055,POINT (-122.60915 47.62631),PUGET SOUND ENERGY INC,53035091204
WBY7Z2C56J,King,Kent,WA,98031,2018,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,114,11,167374784,POINT (-122.17743 47.41185),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029306
5YJ3E1EB6K,Yakima,Naches,WA,98937,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,14,225755869,POINT (-120.69972 46.7309),PACIFICORP,53077003002
WBY1Z2C51G,King,Seattle,WA,98126,2016,BMW,I3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,81,34,152307144,POINT (-122.36893 47.54701),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033010601
5YJ3E1EA4K,King,Seattle,WA,98116,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,34,197347412,POINT (-122.41067 47.57894),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009702
5YJYGDEE4L,Thurston,Lacey,WA,98503,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,22,124226252,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011200
YV4H60DP6N,Stevens,Colville,WA,99114,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,7,200576071,POINT (-117.90454 48.54657),AVISTA CORP,53065950300
5YJSA1S18F,King,Seattle,WA,98115,2015,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,208,46,251443083,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033002200
5YJ3E1EB8J,King,Renton,WA,98055,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,33,196294682,POINT (-122.19488 47.44035),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033029309
5YJYGDEEXL,King,Redmond,WA,98052,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,45,110699256,POINT (-122.13158 47.67858),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033032321
WBY1Z4C56E,Kitsap,Bremerton,WA,98312,2014,BMW,I3,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,72,35,221479254,POINT (-122.65223 47.57192),PUGET SOUND ENERGY INC,53035080900
5YJSA1E20J,Snohomish,Lynnwood,WA,98036,2018,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,249,32,185249781,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051500
1FMCU0E11S,Thurston,Tumwater,WA,98501,2025,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,22,279875739,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067010802
7SAYGDED6T,Thurston,Olympia,WA,98512,2026,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,22,287981914,POINT (-123.04078 46.94792),PUGET SOUND ENERGY INC,53067011000
5YJ3E1EA7J,King,Seattle,WA,98125,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,46,216824142,POINT (-122.30253 47.72656),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033001100
5YJYGDEE4L,Yakima,Yakima,WA,98902,2020,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,291,14,127380851,POINT (-120.51904 46.59783),PACIFICORP,53077000800
5YJ3E1EC8L,Whitman,Pullman,WA,99163,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,308,9,103313101,POINT (-117.18147 46.73015),AVISTA CORP,53075000300
3C3CFFGE4E,Thurston,Olympia,WA,98502,2014,FIAT,500,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,87,22,267663707,POINT (-122.92333 47.03779),PUGET SOUND ENERGY INC,53067012002
5YJ3E1EA7J,King,Seattle,WA,98116,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,34,267919536,POINT (-122.41067 47.57894),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033009702
1N4AZ0CP3D,Snohomish,Lynnwood,WA,98036,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,32,126469696,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051702
5YJSA1E42G,Skagit,Bow,WA,98232,2016,TESLA,MODEL S,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,210,10,174616879,POINT (-122.397 48.56045),PUGET SOUND ENERGY INC,53057951900
1FADP5CU7F,Snohomish,Brier,WA,98036,2015,FORD,C-MAX,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,19,1,103617685,POINT (-122.29245 47.82557),PUGET SOUND ENERGY INC,53061051913
1N4AZ0CP9D,Snohomish,Bothell,WA,98021,2013,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,75,1,247491156,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051932
2C4RC1L74N,Garfield,Pomeroy,WA,99347,2022,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,9,283410256,POINT (-117.58872 46.47398),PACIFICORP,53023970300
1G1RD6E49D,Snohomish,Snohomish,WA,98296,2013,CHEVROLET,VOLT,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,38,1,166024869,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052113
5YJ3E1EB2L,King,Seattle,WA,98121,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,36,111768541,POINT (-122.34468 47.61578),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033007201
5YJ3E1EB5K,Snohomish,Bothell,WA,98012,2019,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,220,1,103979557,POINT (-122.20105 47.84423),PUGET SOUND ENERGY INC,53061051921
3FA6P0PU6H,Kitsap,Kingston,WA,98346,2017,FORD,FUSION,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,23,113560660,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
1N4AZ1CP4J,King,Kirkland,WA,98034,2018,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,151,1,225827458,POINT (-122.22901 47.72201),PUGET SOUND ENERGY INC||CITY OF TACOMA - (WA),53033022204
JTMEB3FV7S,Yakima,Selah,WA,98942,2025,TOYOTA,RAV4 PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,42,15,287910612,POINT (-120.53145 46.65405),PACIFICORP,53077003200
7SAYGDEF2P,Snohomish,Bothell,WA,98021,2023,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,1,223874276,POINT (-122.18384 47.8031),PUGET SOUND ENERGY INC,53061051937
1C4RJXP66R,Grant,Ephrata,WA,98823,2024,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,13,254776378,POINT (-119.55096 47.31909),PUD NO 2 OF GRANT COUNTY,53025011200
5YJ3E1EA5P,Skagit,Anacortes,WA,98221,2023,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,40,270147496,POINT (-122.61216 48.51749),PUGET SOUND ENERGY INC,53057940500
7SAYGDEE9R,Yakima,Selah,WA,98942,2024,TESLA,MODEL Y,Battery Electric Vehicle (BEV),Eligibility unknown as battery range has not been researched,0,15,261366584,POINT (-120.53145 46.65405),PACIFICORP,53077003400
1C4RJXR66S,Kitsap,Silverdale,WA,98383,2025,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,21,35,278158926,POINT (-122.69275 47.65171),PUGET SOUND ENERGY INC,53035091400
2C4RC1N73L,Thurston,Lacey,WA,98503,2020,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,22,290025592,POINT (-122.82324 47.04437),PUGET SOUND ENERGY INC,53067011628
5YJ3E1EB8J,Walla Walla,Walla Walla,WA,99362,2018,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,215,16,329537113,POINT (-118.34261 46.07068),PACIFICORP,53071920200
5YJXCAE24J,Snohomish,Monroe,WA,98272,2018,TESLA,MODEL X,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,238,39,179947932,POINT (-121.98087 47.8526),PUGET SOUND ENERGY INC,53061052203
1N4AZ0CP4F,King,Seattle,WA,98103,2015,NISSAN,LEAF,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,84,36,144567867,POINT (-122.35436 47.67596),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003500
5YJ3E1EB1L,King,Seattle,WA,98115,2020,TESLA,MODEL 3,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,322,46,128877178,POINT (-122.31676 47.68156),CITY OF SEATTLE - (WA)|CITY OF TACOMA - (WA),53033003800
WMWXP3C0XM,Kitsap,Kingston,WA,98346,2021,MINI,HARDTOP,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,110,23,132545906,POINT (-122.4977 47.79802),PUGET SOUND ENERGY INC,53035090102
2C4RC1S73S,Thurston,Olympia,WA,98513,2025,CHRYSLER,PACIFICA,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,2,281746363,POINT (-122.80933 46.99531),PUGET SOUND ENERGY INC,53067012330
KM8K23AG5L,Thurston,Olympia,WA,98501,2020,HYUNDAI,KONA,Battery Electric Vehicle (BEV),Clean Alternative Fuel Vehicle Eligible,258,35,100648019,POINT (-122.89165 47.03954),PUGET SOUND ENERGY INC,53067011720
YV4H60PE9S,Snohomish,Snohomish,WA,98296,2025,VOLVO,XC90,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,32,44,277997296,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052121
1FMCU0E16P,Yakima,Yakima,WA,98903,2023,FORD,ESCAPE,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,37,14,256382836,POINT (-120.71847 46.55029),PACIFICORP,53077002803
YV4BR0DZ0N,Island,Freeland,WA,98249,2022,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,18,10,193641843,POINT (-122.52664 48.00956),PUGET SOUND ENERGY INC,53029971800
YV4H60DN4P,Snohomish,Snohomish,WA,98296,2023,VOLVO,XC60,Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,35,1,286660965,POINT (-122.1389 47.87115),PUGET SOUND ENERGY INC,53061052122
1C4JJXP60M,Yakima,Naches,WA,98937,2021,JEEP,WRANGLER,Plug-in Hybrid Electric Vehicle (PHEV),Not eligible due to low battery range,25,14,154905880,POINT (-120.69972 46.7309),PACIFICORP,53077003003
JTDACACU2S,Walla Walla,Walla Walla,WA,99362,2025,TOYOTA,PRIUS PRIME (PHEV),Plug-in Hybrid Electric Vehicle (PHEV),Clean Alternative Fuel Vehicle Eligible,39,16,283180131,POINT (-118.34261 46.07068),PACIFICORP,53071920702
